experiment,algorithm,auc,acc,best_alpha,best_div_score,best_div_external,best_div_internal,l,f,m,dim,graph,seed
11,verse,0.77976049933403779,0.70522141440846,1.25,2.3438572084598106e-05,2.6813840639359137e-05,2.0063303529837075e-05,200,0,diameter,8,exp11_community_seed1_7.dat,2
11,verse,0.773488709221556,0.70175148711169866,1.0,1.8622823684310986e-05,1.7624276684749533e-05,1.9621370683872439e-05,200,0,diameter,16,exp11_community_seed1_7.dat,2
11,verse,0.75048552007300462,0.68043621943159283,0.5,2.3637683721390049e-05,2.7093687715920703e-05,2.0181679726859395e-05,200,0,diameter,32,exp11_community_seed1_7.dat,2
11,verse,0.6782214692318479,0.62392597488433577,0.75,2.3111732673565721e-05,2.6340461085830834e-05,1.9883004261300608e-05,200,0,diameter,64,exp11_community_seed1_7.dat,2
11,verse,0.57147683831993179,0.54990085922009257,4.0,2.3201824571221013e-05,2.7084432603817461e-05,1.9319216538624565e-05,200,0,diameter,128,exp11_community_seed1_7.dat,2
11,verse,0.7712986131648647,0.70472571050892263,5.25,2.7554644926130716e-05,3.259443960172604e-05,2.2514850250535392e-05,200,0,diameter,4,exp11_community_seed1_7.dat,6
11,verse,0.7776359565414348,0.70472571050892263,1.25,2.5493767115937136e-05,3.0161663573041802e-05,2.082587065883247e-05,200,0,diameter,8,exp11_community_seed1_7.dat,6
11,verse,0.76587825101598006,0.69481163251817579,0.5,2.3988814992798083e-05,2.7149471046174865e-05,2.08281589394213e-05,200,0,diameter,16,exp11_community_seed1_7.dat,6
11,verse,0.74261781786316339,0.67382683410442834,0.5,2.3218833506051536e-05,2.6056999881241093e-05,2.0380667130861978e-05,200,0,diameter,32,exp11_community_seed1_7.dat,6
11,verse,0.680481514252552,0.62690019828155985,0.75,2.4907129708895751e-05,2.8791228031643924e-05,2.1023031386147579e-05,200,0,diameter,64,exp11_community_seed1_7.dat,6
11,verse,0.57041845752760056,0.54857898215465961,1.0,2.4860218280844906e-05,2.8780654329785632e-05,2.093978223190418e-05,200,0,diameter,128,exp11_community_seed1_7.dat,6
11,sdne,0.38197766853386533,0.41490416391275614,0.75,3.325869373888921e-05,4.3786671349674506e-05,2.2730716128103921e-05,200,0,diameter,4,exp11_community_seed1_7.dat,1
11,sdne,0.26419112131957057,0.31576338400528753,2.75,6.581956879929361e-05,0.00010866589085675485,2.2973246741832361e-05,200,0,diameter,8,exp11_community_seed1_7.dat,1
11,sdne,0.29779318936260274,0.35773298083278254,1.0,3.2861013599114249e-05,4.3045120156157382e-05,2.2676907042071122e-05,200,0,diameter,16,exp11_community_seed1_7.dat,1
11,sdne,0.26166165538673647,0.31708526107072044,1.75,9.2638279137529947e-05,0.00016254125304333695,2.2735305231722938e-05,200,0,diameter,32,exp11_community_seed1_7.dat,1
11,sdne,0.26238577186743312,0.33079973562458692,1.25,5.9967913033641236e-05,9.5206513122349375e-05,2.4729312944933093e-05,200,0,diameter,64,exp11_community_seed1_7.dat,1
11,sdne,0.27917947517199471,0.34269662921348315,1.25,6.1637980785266282e-05,0.00010041471483808711,2.2861246732445439e-05,200,0,diameter,128,exp11_community_seed1_7.dat,1
11,verse,0.76962838370605224,0.70274289491077335,5.5,1.6974648175019731e-05,2.0121060955686129e-05,1.3828235394353332e-05,200,0,diameter,4,exp11_community_seed1_7.dat,4
11,verse,0.770323122713963,0.70389953734302713,1.5,2.3156580977003302e-05,2.2965049627333216e-05,2.3348112326673388e-05,200,0,diameter,8,exp11_community_seed1_7.dat,4
11,verse,0.76981870932202912,0.70241242564441508,0.75,2.2216992166546494e-05,2.0662579437928512e-05,2.3771404895164475e-05,200,0,diameter,16,exp11_community_seed1_7.dat,4
11,verse,0.73736845117158234,0.6723397224058163,0.5,2.6379055724622297e-05,2.7957887979485488e-05,2.4800223469759109e-05,200,0,diameter,32,exp11_community_seed1_7.dat,4
11,verse,0.67272875550035838,0.61599471249173832,0.75,2.6780489969909166e-05,2.9258020857214376e-05,2.4302959082603956e-05,200,0,diameter,64,exp11_community_seed1_7.dat,4
11,verse,0.56653519792553542,0.54378717779246533,1.25,2.6036828161926395e-05,2.8173231308433981e-05,2.3900425015418809e-05,200,0,diameter,128,exp11_community_seed1_7.dat,4
11,sdne,0.28172070847543368,0.33840052875082616,3.75,7.6292454032777081e-05,0.0001323307994441083,2.0254108621445869e-05,200,0,diameter,4,exp11_community_seed1_7.dat,9
11,sdne,0.35271601288502508,0.38367481824190353,2.25,2.8821452631721445e-05,3.6968881800466551e-05,2.0674023462976339e-05,200,0,diameter,8,exp11_community_seed1_7.dat,9
11,sdne,0.290229527614606,0.34434897554527427,1.5,5.1029679172653104e-05,8.1267414383467067e-05,2.079194396183914e-05,200,0,diameter,16,exp11_community_seed1_7.dat,9
11,sdne,0.28880693168569033,0.35228023793787178,1.75,4.8416538394066511e-05,7.4178943147283424e-05,2.2654133640849597e-05,200,0,diameter,32,exp11_community_seed1_7.dat,9
11,sdne,0.27557281703535214,0.33840052875082616,1.25,3.6747983360131861e-05,5.2212354592944411e-05,2.1283612127319311e-05,200,0,diameter,64,exp11_community_seed1_7.dat,9
11,sdne,0.28116635884026037,0.34484467944481162,2.0,7.9709479330877472e-05,0.00013884322599191362,2.0575732669841327e-05,200,0,diameter,128,exp11_community_seed1_7.dat,9
11,verse,0.77301405553718394,0.70241242564441508,5.25,2.5458278247081262e-05,2.1953999048153407e-05,2.8962557446009117e-05,200,0,diameter,4,exp11_community_seed1_7.dat,7
11,verse,0.77249918529387729,0.70042961004626569,1.5,2.6197050008669379e-05,2.294654707071789e-05,2.9447552946620872e-05,200,0,diameter,8,exp11_community_seed1_7.dat,7
11,verse,0.77072239424000577,0.700925313945803,1.0,2.1549008317485311e-05,1.500666833481996e-05,2.8091348300150666e-05,200,0,diameter,16,exp11_community_seed1_7.dat,7
11,verse,0.74154177236368313,0.67399206873760742,0.75,2.4266605644269966e-05,1.8600287053084229e-05,2.9932924235455703e-05,200,0,diameter,32,exp11_community_seed1_7.dat,7
11,verse,0.67876762812182045,0.62888301387970924,0.75,2.6067922469681607e-05,2.3217543165576527e-05,2.8918301773786688e-05,200,0,diameter,64,exp11_community_seed1_7.dat,7
11,verse,0.57229121681273853,0.549074686054197,1.0,2.6117126353650491e-05,2.3341805274311147e-05,2.8892447432989836e-05,200,0,diameter,128,exp11_community_seed1_7.dat,7
11,verse,0.76988554580286561,0.69679444811632518,5.0,1.1818717104617147e-05,2.6522705870567496e-06,2.0985163622177544e-05,200,0,diameter,4,exp11_community_seed1_7.dat,5
11,verse,0.77236665903653245,0.70175148711169866,1.75,1.7992317532124329e-05,1.1169828219705811e-05,2.4814806844542848e-05,200,0,diameter,8,exp11_community_seed1_7.dat,5
11,verse,0.76904266351676087,0.69712491738268345,1.0,1.845326453587042e-05,1.3393977378029589e-05,2.3512551693711251e-05,200,0,diameter,16,exp11_community_seed1_7.dat,5
11,verse,0.73961096799755721,0.67399206873760742,0.75,1.8697894688624206e-05,1.3095848024799196e-05,2.4299941352449216e-05,200,0,diameter,32,exp11_community_seed1_7.dat,5
11,verse,0.68028717517142678,0.62623925974884331,1.0,1.8481486164075877e-05,1.2900735184865987e-05,2.4062237143285763e-05,200,0,diameter,64,exp11_community_seed1_7.dat,5
11,verse,0.57303766672534884,0.55700594844679441,2.0,1.7985941652047961e-05,1.1763423266127553e-05,2.4208460037968368e-05,200,0,diameter,128,exp11_community_seed1_7.dat,5
11,sdne,0.3824543972070214,0.41358228684732318,1.75,3.5782628394671588e-05,5.1648440103799389e-05,1.9916816685543781e-05,200,0,diameter,4,exp11_community_seed1_7.dat,3
11,sdne,0.325687454705179,0.37392597488433577,2.75,2.1160961527153187e-05,2.3031957607694885e-05,1.9289965446611489e-05,200,0,diameter,8,exp11_community_seed1_7.dat,3
11,sdne,0.27379392369021249,0.32633840052875085,1.5,3.7550441149466381e-05,5.5843131898550486e-05,1.925775040038227e-05,200,0,diameter,16,exp11_community_seed1_7.dat,3
11,sdne,0.30213204551520667,0.361202908129544,1.5,3.2528401278725496e-05,4.6973797284565746e-05,1.8083005272885254e-05,200,0,diameter,32,exp11_community_seed1_7.dat,3
11,sdne,0.25345125239770416,0.3113020489094514,1.75,4.3518670777275236e-05,6.8584234163070884e-05,1.8453107391479587e-05,200,0,diameter,64,exp11_community_seed1_7.dat,3
11,sdne,0.26655537992170963,0.33311302048909452,1.25,5.7001332856715286e-05,9.321083745447939e-05,2.0791828258951179e-05,200,0,diameter,128,exp11_community_seed1_7.dat,3
11,sdne,0.38564179839933188,0.41920026437541308,0.25,2.9586483292333526e-05,3.034141213622711e-05,2.8831554448439941e-05,200,0,diameter,4,exp11_community_seed1_7.dat,7
11,sdne,0.3063882570487369,0.35657633840052877,0.25,2.5786921691098006e-05,2.2722673857027053e-05,2.885116952516896e-05,200,0,diameter,8,exp11_community_seed1_7.dat,7
11,sdne,0.27245997892685075,0.33146067415730335,0.75,3.2124124301365322e-05,3.5227409867601474e-05,2.9020838735129177e-05,200,0,diameter,16,exp11_community_seed1_7.dat,7
11,sdne,0.27669789779609982,0.33691341705221417,3.25,5.2769954358387242e-05,7.4347254118955315e-05,3.1192654597819169e-05,200,0,diameter,32,exp11_community_seed1_7.dat,7
11,sdne,0.25525796697404168,0.31427627230667549,0.25,6.1180360928668524e-05,9.3579671132403117e-05,2.8781050724933925e-05,200,0,diameter,64,exp11_community_seed1_7.dat,7
11,sdne,0.27416875949307368,0.33790482485128881,1.25,5.2314916196192055e-05,7.6049374898459732e-05,2.8580457493924374e-05,200,0,diameter,128,exp11_community_seed1_7.dat,7
